Lower layer Super Output Areas Code,Car or van availability (3 categories),Observation
E01033866,Does not apply,0
E01033866,No cars or vans in household,525
E01033866,1 or more cars or vans in household,99
E01033867,Does not apply,0
E01033867,No cars or vans in household,458
E01033867,1 or more cars or vans in household,146
E01033868,Does not apply,0
E01033868,No cars or vans in household,499
E01033868,1 or more cars or vans in household,102
E01033869,Does not apply,0
E01033869,No cars or vans in household,435
E01033869,1 or more cars or vans in household,209
E01033870,Does not apply,0
E01033870,No cars or vans in household,623
E01033870,1 or more cars or vans in household,239
E01033871,Does not apply,0
E01033871,No cars or vans in household,453
E01033871,1 or more cars or vans in household,236
E01033872,Does not apply,0
E01033872,No cars or vans in household,446
E01033872,1 or more cars or vans in household,213
E01033873,Does not apply,0
E01033873,No cars or vans in household,500
E01033873,1 or more cars or vans in household,175
E01033874,Does not apply,0
E01033874,No cars or vans in household,561
E01033874,1 or more cars or vans in household,64
E01033875,Does not apply,0
E01033875,No cars or vans in household,496
E01033875,1 or more cars or vans in household,142
E01033876,Does not apply,0
E01033876,No cars or vans in household,541
E01033876,1 or more cars or vans in household,112
E01033877,Does not apply,0
E01033877,No cars or vans in household,486
E01033877,1 or more cars or vans in household,196
E01033878,Does not apply,0
E01033878,No cars or vans in household,266
E01033878,1 or more cars or vans in household,155
E01033879,Does not apply,0
E01033879,No cars or vans in household,510
E01033879,1 or more cars or vans in household,334
E01033880,Does not apply,0
E01033880,No cars or vans in household,314
E01033880,1 or more cars or vans in household,218
E01033881,Does not apply,0
E01033881,No cars or vans in household,457
E01033881,1 or more cars or vans in household,258
E01033882,Does not apply,0
E01033882,No cars or vans in household,339
E01033882,1 or more cars or vans in household,247
E01033883,Does not apply,0
E01033883,No cars or vans in household,397
E01033883,1 or more cars or vans in household,250
E01033884,Does not apply,0
E01033884,No cars or vans in household,478
E01033884,1 or more cars or vans in household,115
E01033885,Does not apply,0
E01033885,No cars or vans in household,467
E01033885,1 or more cars or vans in household,161
E01033911,Does not apply,0
E01033911,No cars or vans in household,77
E01033911,1 or more cars or vans in household,572
E01033912,Does not apply,0
E01033912,No cars or vans in household,116
E01033912,1 or more cars or vans in household,524
E01033913,Does not apply,0
E01033913,No cars or vans in household,233
E01033913,1 or more cars or vans in household,306
E01033914,Does not apply,0
E01033914,No cars or vans in household,208
E01033914,1 or more cars or vans in household,390
E01033915,Does not apply,0
E01033915,No cars or vans in household,279
E01033915,1 or more cars or vans in household,303
E01033916,Does not apply,0
E01033916,No cars or vans in household,306
E01033916,1 or more cars or vans in household,345
E01033917,Does not apply,0
E01033917,No cars or vans in household,335
E01033917,1 or more cars or vans in household,368
E01033918,Does not apply,0
E01033918,No cars or vans in household,324
E01033918,1 or more cars or vans in household,308
E01033919,Does not apply,0
E01033919,No cars or vans in household,321
E01033919,1 or more cars or vans in household,327
E01033920,Does not apply,0
E01033920,No cars or vans in household,282
E01033920,1 or more cars or vans in household,357
E01033921,Does not apply,0
E01033921,No cars or vans in household,345
E01033921,1 or more cars or vans in household,348
E01033922,Does not apply,0
E01033922,No cars or vans in household,335
E01033922,1 or more cars or vans in household,349
E01033923,Does not apply,0
E01033923,No cars or vans in household,230
E01033923,1 or more cars or vans in household,357
E01033924,Does not apply,0
E01033924,No cars or vans in household,270
E01033924,1 or more cars or vans in household,308
E01033925,Does not apply,0
E01033925,No cars or vans in household,249
E01033925,1 or more cars or vans in household,369
E01033926,Does not apply,0
E01033926,No cars or vans in household,419
E01033926,1 or more cars or vans in household,558
E01033927,Does not apply,0
E01033927,No cars or vans in household,318
E01033927,1 or more cars or vans in household,363
E01033928,Does not apply,0
E01033928,No cars or vans in household,242
E01033928,1 or more cars or vans in household,335
E01033929,Does not apply,0
E01033929,No cars or vans in household,207
E01033929,1 or more cars or vans in household,346
E01033930,Does not apply,0
E01033930,No cars or vans in household,158
E01033930,1 or more cars or vans in household,432
E01033931,Does not apply,0
E01033931,No cars or vans in household,276
E01033931,1 or more cars or vans in household,225
E01033932,Does not apply,0
E01033932,No cars or vans in household,219
E01033932,1 or more cars or vans in household,306
E01033933,Does not apply,0
E01033933,No cars or vans in household,136
E01033933,1 or more cars or vans in household,283
E01033934,Does not apply,0
E01033934,No cars or vans in household,146
E01033934,1 or more cars or vans in household,297
E01033935,Does not apply,0
E01033935,No cars or vans in household,295
E01033935,1 or more cars or vans in household,272
E01033936,Does not apply,0
E01033936,No cars or vans in household,383
E01033936,1 or more cars or vans in household,163
E01033937,Does not apply,0
E01033937,No cars or vans in household,300
E01033937,1 or more cars or vans in household,183
E01033938,Does not apply,0
E01033938,No cars or vans in household,235
E01033938,1 or more cars or vans in household,211
E01033939,Does not apply,0
E01033939,No cars or vans in household,321
E01033939,1 or more cars or vans in household,476
E01033940,Does not apply,0
E01033940,No cars or vans in household,510
E01033940,1 or more cars or vans in household,199
E01033941,Does not apply,0
E01033941,No cars or vans in household,512
E01033941,1 or more cars or vans in household,218
E01033942,Does not apply,0
E01033942,No cars or vans in household,526
E01033942,1 or more cars or vans in household,163
E01033943,Does not apply,0
E01033943,No cars or vans in household,459
E01033943,1 or more cars or vans in household,264
E01033944,Does not apply,0
E01033944,No cars or vans in household,437
E01033944,1 or more cars or vans in household,256
E01033945,Does not apply,0
E01033945,No cars or vans in household,422
E01033945,1 or more cars or vans in household,249
E01033946,Does not apply,0
E01033946,No cars or vans in household,415
E01033946,1 or more cars or vans in household,256
E01034026,Does not apply,0
E01034026,No cars or vans in household,510
E01034026,1 or more cars or vans in household,116
E01034027,Does not apply,0
E01034027,No cars or vans in household,523
E01034027,1 or more cars or vans in household,370
E01034028,Does not apply,0
E01034028,No cars or vans in household,390
E01034028,1 or more cars or vans in household,256
E01034029,Does not apply,0
E01034029,No cars or vans in household,369
E01034029,1 or more cars or vans in household,331
E01034030,Does not apply,0
E01034030,No cars or vans in household,511
E01034030,1 or more cars or vans in household,366
E01034031,Does not apply,0
E01034031,No cars or vans in household,359
E01034031,1 or more cars or vans in household,276
E01034032,Does not apply,0
E01034032,No cars or vans in household,295
E01034032,1 or more cars or vans in household,460
E01034033,Does not apply,0
E01034033,No cars or vans in household,311
E01034033,1 or more cars or vans in household,530
E01034034,Does not apply,0
E01034034,No cars or vans in household,181
E01034034,1 or more cars or vans in household,438
E01034035,Does not apply,0
E01034035,No cars or vans in household,165
E01034035,1 or more cars or vans in household,492
E01034036,Does not apply,0
E01034036,No cars or vans in household,454
E01034036,1 or more cars or vans in household,224
E01034037,Does not apply,0
E01034037,No cars or vans in household,314
E01034037,1 or more cars or vans in household,340
E01034038,Does not apply,0
E01034038,No cars or vans in household,239
E01034038,1 or more cars or vans in household,308
E01034039,Does not apply,0
E01034039,No cars or vans in household,217
E01034039,1 or more cars or vans in household,318
E01034040,Does not apply,0
E01034040,No cars or vans in household,309
E01034040,1 or more cars or vans in household,249
E01034041,Does not apply,0
E01034041,No cars or vans in household,153
E01034041,1 or more cars or vans in household,290
E01034042,Does not apply,0
E01034042,No cars or vans in household,287
E01034042,1 or more cars or vans in household,308
E01034043,Does not apply,0
E01034043,No cars or vans in household,272
E01034043,1 or more cars or vans in household,369
E01034044,Does not apply,0
E01034044,No cars or vans in household,204
E01034044,1 or more cars or vans in household,372
E01034045,Does not apply,0
E01034045,No cars or vans in household,378
E01034045,1 or more cars or vans in household,462
E01034046,Does not apply,0
E01034046,No cars or vans in household,356
E01034046,1 or more cars or vans in household,377
E01034139,Does not apply,0
E01034139,No cars or vans in household,321
E01034139,1 or more cars or vans in household,337
E01034140,Does not apply,0
E01034140,No cars or vans in household,283
E01034140,1 or more cars or vans in household,237
E01034141,Does not apply,0
E01034141,No cars or vans in household,371
E01034141,1 or more cars or vans in household,220
E01034142,Does not apply,0
E01034142,No cars or vans in household,366
E01034142,1 or more cars or vans in household,279
E01034143,Does not apply,0
E01034143,No cars or vans in household,520
E01034143,1 or more cars or vans in household,150
E01034144,Does not apply,0
E01034144,No cars or vans in household,281
E01034144,1 or more cars or vans in household,307
E01034145,Does not apply,0
E01034145,No cars or vans in household,352
E01034145,1 or more cars or vans in household,206
E01034146,Does not apply,0
